Agent Name,Agent Company,Price,Address Line 1,Address Line 2,Bedrooms,Bathrooms,Parking,Floor Space,Region
,,$510,"9 Delhi Grove,",ROCKBANK VIC 3335,4 Beds,2 Baths,1 Parking,,horsham-vic
,,$720 per week,"4912/33 ROSE Lane,",MELBOURNE VIC 3000,2 Beds,2 Baths,− Parking,,horsham-vic
,,,,,,,,,horsham-vic
,,$615 pw,"1 Coopworth Way,",ROCKBANK VIC 3335,4 Beds,3 Baths,2 Parking,,horsham-vic
,,$680 pw,"76 McKinley Drive,",TRUGANINA VIC 3029,4 Beds,4 Baths,2 Parking,,horsham-vic
,,$520 pw,"28 Tamworth Drive,",ROCKBANK VIC 3335,4 Beds,2 Baths,2 Parking,,horsham-vic
,,Contact Agent,,FAWKNER VIC 3060,4 Beds,2 Baths,− Parking,220m²,horsham-vic
,,$480 pw,"42 Sedate Drive,",ROCKBANK VIC 3335,3 Beds,2 Baths,2 Parking,,horsham-vic
,,$500 pw,"23 Delhi Grove,",ROCKBANK VIC 3335,4 Beds,2 Baths,2 Parking,,horsham-vic
,,,,,,,,,horsham-vic
,,$500 Per Week,"2007/288 Spencer Street,",MELBOURNE VIC 3000,1 Bed,1 Bath,− Parking,,horsham-vic
,,$640 per week,"1/84 Broadway,",ELWOOD VIC 3184,2 Beds,1 Bath,− Parking,,horsham-vic
,,"$1,100 per week","3/7A Osburn Ave,",BALWYN NORTH VIC 3104,4 Beds,3 Baths,1 Parking,,horsham-vic
,,,,,,,,,horsham-vic
,,$600.00,"108/408 Spencer Street,",WEST MELBOURNE VIC 3003,1 Bed,1 Bath,− Parking,,horsham-vic
,,$950 per week,"3 Marmara,",ELSTERNWICK VIC 3185,3 Beds,1 Bath,3 Parking,,horsham-vic
,,$690 per week,"81 Bent Street,",MOONEE PONDS VIC 3039,2 Beds,1 Bath,3 Parking,,horsham-vic
,,$290 per week,"95 Carinish Road,",CLAYTON VIC 3168,− 0 Beds,1 Bath,− Parking,,horsham-vic
,,Contact Agent,"892 Hampton st,",BRIGHTON VIC 3186,3 Beds,1 Bath,3 Parking,659m²,horsham-vic
,,$55 Per Week,"200 Spencer Street,",MELBOURNE VIC 3004,− 0 Beds,− 0 Baths,1 Parking,,horsham-vic
,,$550 per week,"8/380 Inkerman Street,",ST KILDA VIC 3182,1 Bed,1 Bath,1 Parking,,horsham-vic
,,$630 per week,"10 Alfred Street,",BEAUMARIS VIC 3193,3 Beds,1 Bath,1 Parking,,horsham-vic
,,Contact Agent,"290 Maribyrnong Road,",MOONEE PONDS VIC 3039,4 Beds,1 Bath,− Parking,,horsham-vic
,,Contact Agent,,FAWKNER VIC 3060,2 Beds,2 Baths,2 Parking,,horsham-vic
,,$580,"1/50 Elder Street,",WATSONIA VIC 3087,3 Beds,2 Baths,1 Parking,,horsham-vic
,,,,,,,,,horsham-vic
,,$650 Per Week,"706/218 A'Beckett Street,",MELBOURNE VIC 3000,2 Beds,1 Bath,1 Parking,,horsham-vic
,,$240,"Berth 30/84A River Esplanade,",DOCKLANDS VIC 3008,1 Bed,1 Bath,1 Parking,50m²,horsham-vic
,,Under Application,"6/8 Parring Rd,",BALWYN VIC 3103,2 Beds,1 Bath,2 Parking,,horsham-vic
,,$65 pw,"539 St Kilda Road,",MELBOURNE VIC 3004,− 0 Beds,1 Bath,1 Parking,,horsham-vic
,,$240 per month,"Car Space/6 Leicester Street,",CARLTON VIC 3053,1 Bed,1 Bath,1 Parking,,horsham-vic
,,$480 P/W,"1 Bed 1 Bath/34 Cowper Street,",FOOTSCRAY VIC 3011,1 Bed,1 Bath,− Parking,,horsham-vic
,,,,,,,,,horsham-vic
,,Available Now - $600 P/W,"2 Bed 2 Bath/34 Cowper Street,",FOOTSCRAY VIC 3011,2 Beds,2 Baths,− Parking,,horsham-vic
,,$560 per week,"33 Currong Street South,",REID ACT 2612,2 Beds,1 Bath,1 Parking,"2,497m²",horsham-vic
,,$800.00,"6 Hawkins Road,",MONTROSE VIC 3765,5 Beds,2 Baths,− Parking,,horsham-vic
,,,,,,,,,horsham-vic
,,$550/w & Furnished Available Now,"4502/80 A'Beckett Street,",MELBOURNE VIC 3000,1 Bed,1 Bath,− Parking,,horsham-vic
,,$595,"804/333 Exhibition Street,",MELBOURNE VIC 3000,1 Bed,1 Bath,− Parking,,horsham-vic
,,$550 per week,"18 Milos Court,",FRASER RISE VIC 3336,4 Beds,2 Baths,2 Parking,,horsham-vic
,,$450,"10 Mccoy Street,",OMEO VIC 3898,3 Beds,1 Bath,3 Parking,,horsham-vic
,,$925/week,"2512/138 Spencer Street,",MELBOURNE VIC 3000,2 Beds,2 Baths,− Parking,,horsham-vic
,,UNDER APPLICATION,"6 Royal Court,",HORSHAM VIC 3400,3 Beds,2 Baths,2 Parking,,horsham-vic
,,UNDER APPLICATION,"14 Federation Avenue,",HORSHAM VIC 3400,3 Beds,1 Bath,− Parking,,horsham-vic
,,$570 weekly,"1501/63 Haig St,",SOUTHBANK VIC 3006,2 Beds,1 Bath,1 Parking,,horsham-vic
,,$400 per week,"213/80 Cheltenham Road,",DANDENONG VIC 3175,1 Bed,1 Bath,− Parking,,horsham-vic
,,$560 weekly,"3 Golden Grove,",GLEN WAVERLEY VIC 3150,4 Beds,1 Bath,1 Parking,,horsham-vic
,,$360,"22 Tena Avenue,",HORSHAM VIC 3400,3 Beds,1 Bath,1 Parking,631m²,horsham-vic
,,,,,,,,,horsham-vic
,,$600 PER WEEK,"19 Hurkett St,,",MICKLEHAM VIC 3064,4 Beds,2 Baths,2 Parking,,horsham-vic
,,$500,"20 Cromwell Road,",WERRIBEE VIC 3030,3 Beds,2 Baths,2 Parking,,horsham-vic
,,$460,"54 Bennett Road,",HORSHAM VIC 3400,3 Beds,1 Bath,2 Parking,938m²,horsham-vic
,,$350,"39 Gardenia Street,",HORSHAM VIC 3400,3 Beds,1 Bath,1 Parking,,horsham-vic
,,$420,"1/7 Regan Street,",ST ALBANS VIC 3021,1 Bed,1 Bath,1 Parking,,horsham-vic
,,$420,"14 Tucker Street,",HORSHAM VIC 3400,3 Beds,1 Bath,1 Parking,,horsham-vic
,,,,,,,,,horsham-vic
,,$250,"1/12 Anderson Street,",HORSHAM VIC 3400,2 Beds,1 Bath,1 Parking,,horsham-vic
,,$330,"19 Hazel Street,",HORSHAM VIC 3400,2 Beds,1 Bath,− Parking,472m²,horsham-vic
,,$550 Per Week,"17 Appalachian Street,",TRUGANINA VIC 3029,4 Beds,2 Baths,2 Parking,,horsham-vic
,,,,,,,,,horsham-vic
,,$460 per week,"1/3 Roberts Avenue,",HORSHAM VIC 3400,3 Beds,2 Baths,2 Parking,,horsham-vic
,,$520 per week,"4 Downley Loop,",STRATHTULLOH VIC 3338,4 Beds,2 Baths,2 Parking,,horsham-vic
,,$560 per week,"63 Olympic Avenue,",NORLANE VIC 3214,3 Beds,2 Baths,2 Parking,,horsham-vic
,,$690 weekly,"40 Barak St,",BULLEEN VIC 3105,4 Beds,2 Baths,2 Parking,,horsham-vic
,,$320 per week,"4/7 Andrew Street,",HORSHAM VIC 3400,2 Beds,1 Bath,1 Parking,,horsham-vic
,,$475,"69 Ayesha Avenue,",MELTON SOUTH VIC 3338,3 Beds,2 Baths,2 Parking,,horsham-vic
,,$720 per week,"5 Lignum Court,",TEMPLESTOWE LOWER VIC 3107,5 Beds,3 Baths,2 Parking,,horsham-vic
,,$480 Per week until March,"1608/500 Elizabeth Street,",MELBOURNE VIC 3000,1 Bed,1 Bath,− Parking,,horsham-vic
,,$800 weekly,"49 Cargill St,",VICTORIA PARK WA 6100,3 Beds,2 Baths,2 Parking,,horsham-vic
,,$520 weekly,"7 Ekari Court,",YALLAMBIE VIC 3085,3 Beds,1 Bath,3 Parking,,horsham-vic
,,$440pw,"1307/53 Batman Street,",WEST MELBOURNE VIC 3003,1 Bed,1 Bath,− Parking,,horsham-vic
,,,,,,,,,horsham-vic
,,$530 per week,"120/80 Cheltenham Road,",DANDENONG VIC 3175,2 Beds,2 Baths,1 Parking,,horsham-vic
,,$400 per week,"39 Bennett Road,",HORSHAM VIC 3400,3 Beds,1 Bath,2 Parking,,horsham-vic
,,$460 weekly,"1/1298 Main Road,",ELTHAM VIC 3095,2 Beds,1 Bath,1 Parking,,horsham-vic
,,$500,"3/91 Dianne Avenue,",CRAIGIEBURN VIC 3064,2 Beds,1 Bath,1 Parking,,horsham-vic
,,$750 weekly,"3/92 Para Rd,",MONTMORENCY VIC 3094,3 Beds,2 Baths,2 Parking,,horsham-vic
,,$650 weekly,"8 Wallagoot Walk,",CARRUM DOWNS VIC 3201,4 Beds,4 Baths,2 Parking,,horsham-vic
,,,,,,,,,horsham-vic
,,$530,"4/54 East Esplanade,",ST ALBANS VIC 3021,3 Beds,3 Baths,4 Parking,,horsham-vic
,,$550 per week,"1/22 Dearing Avenue,",CRANBOURNE VIC 3977,3 Beds,1 Bath,1 Parking,,horsham-vic
,,$620 per week,"708/850 Whitehorse Road,",BOX HILL VIC 3128,2 Beds,1 Bath,1 Parking,,horsham-vic
,,,,,,,,,horsham-vic
,,$540,"70 Vestige Circuit,",TARNEIT VIC 3029,4 Beds,2 Baths,4 Parking,335m²,horsham-vic
,,$520,"18 Primary Road,",TARNEIT VIC 3029,3 Beds,2 Baths,2 Parking,263m²,horsham-vic
,,$520 weekly,"15/44 Mcmaster St,",VICTORIA PARK WA 6100,2 Beds,1 Bath,1 Parking,,horsham-vic
,,Under Application,"9 Sutherland Avenue,",MELTON SOUTH VIC 3338,3 Beds,2 Baths,5 Parking,578m²,horsham-vic
,,$920,"11/1781 Malvern Road,",GLEN IRIS VIC 3146,3 Beds,2 Baths,2 Parking,,horsham-vic
,,$460,"33 Arthur Drive,",HORSHAM VIC 3400,3 Beds,2 Baths,− Parking,,horsham-vic
,,$920 weekly,"3 Young St,",BOX HILL VIC 3128,3 Beds,2 Baths,2 Parking,,horsham-vic
,,$480 Per Week,"59 Bronson Circuit,",HOPPERS CROSSING VIC 3029,3 Beds,2 Baths,1 Parking,,horsham-vic
,,Under Application,"11 Gramercy place,",STRATHTULLOH VIC 3338,4 Beds,2 Baths,3 Parking,,horsham-vic
,,$520 per week,"27 Pedirka Road,",TRUGANINA VIC 3029,3 Beds,2 Baths,1 Parking,,horsham-vic
,,$720,"14 Luker Street,",HORSHAM VIC 3400,5 Beds,2 Baths,2 Parking,939m²,horsham-vic
,,,,,,,,,horsham-vic
,,$580,"10/966 Albany Highway,",EAST VICTORIA PARK WA 6101,1 Bed,1 Bath,1 Parking,,horsham-vic
,,$535 Per Week,"1 Evesham Drive,",POINT COOK VIC 3030,4 Beds,2 Baths,2 Parking,,horsham-vic
,,$540,"6 Surround Circuit,",BONNIE BROOK VIC 3335,4 Beds,2 Baths,2 Parking,,horsham-vic
,,$900.00 PER WEEK,"13 Jackson Road,",KARAWARA WA 6152,4 Beds,2 Baths,2 Parking,,horsham-vic
,,$500 Per Week,"79 Wagner Drive,",WERRIBEE VIC 3030,4 Beds,2 Baths,2 Parking,,horsham-vic
,,$560 Per Week,"71 Starboard Way,",WERRIBEE SOUTH VIC 3030,4 Beds,2 Baths,2 Parking,,horsham-vic
,,,,,,,,,horsham-vic
,,$650 weekly,"3 Shoreline Cr,",CARRUM DOWNS VIC 3201,4 Beds,2 Baths,2 Parking,,horsham-vic
,,"$580 Per Week, Including Lawns Mowed","1385 Heatherton Road,",DANDENONG NORTH VIC 3175,3 Beds,1 Bath,2 Parking,590m²,horsham-vic
,,$440,"29 Webster Street,",HORSHAM VIC 3400,3 Beds,2 Baths,1 Parking,,horsham-vic
,,,,,,,,,horsham-vic
,,$870 weekly,"3103/100 Lorimer St,",DOCKLANDS VIC 3008,2 Beds,2 Baths,2 Parking,,horsham-vic
,,$610 weekly,"6108/172 Edward St,",BRUNSWICK EAST VIC 3057,2 Beds,2 Baths,1 Parking,,horsham-vic
,,$520,"2/29 Vincent Avenue,",ST ALBANS VIC 3021,3 Beds,2 Baths,2 Parking,,horsham-vic
,,$495 weekly,"LG 202/45 Linden Avenue,",IVANHOE VIC 3079,1 Bed,1 Bath,1 Parking,,horsham-vic
,,$750,"615C/2 Snedden Drive,",GLEN WAVERLEY VIC 3150,2 Beds,2 Baths,1 Parking,,horsham-vic
,,$800 **INSPECTION UPON REQUEST**,"1810/462 Elizabeth Street,",MELBOURNE VIC 3000,2 Beds,2 Baths,− Parking,,horsham-vic
,,$380,"1 O'Connor Street,",HORSHAM VIC 3400,3 Beds,1 Bath,− Parking,,horsham-vic
,,UNDER APPLICATION,"9 Wallis Street,",HORSHAM VIC 3400,3 Beds,1 Bath,1 Parking,,horsham-vic
,,$580 per week,"21 Ararat Street,",TARNEIT VIC 3029,4 Beds,2 Baths,2 Parking,,horsham-vic
,,$675,"182 Fenton Hill Road,",CLARKEFIELD VIC 3430,4 Beds,1 Bath,5 Parking,,horsham-vic
,,$600 Per Week,"1/33 Arcadia Avenue,",HALLAM VIC 3803,3 Beds,2 Baths,1 Parking,,horsham-vic
,,,,,,,,,horsham-vic
,,$660 Per Week,"30 Bailey Boulevard,",KOO WEE RUP VIC 3981,4 Beds,2 Baths,2 Parking,,horsham-vic
,,$780 PW Enquire Now!!,"24 Lantana Road,",AINTREE VIC 3336,5 Beds,3 Baths,2 Parking,,horsham-vic
,,$580 per week,"18 Leeward Drive,",TARNEIT VIC 3029,4 Beds,2 Baths,2 Parking,,horsham-vic
,,$560 per week,"11 Faircroft Place,",TARNEIT VIC 3029,4 Beds,2 Baths,2 Parking,,horsham-vic
,,$530 Per Week,"1/29 Baldwin Avenue,",NOBLE PARK VIC 3174,3 Beds,1 Bath,1 Parking,,horsham-vic
,,$650,"14 Wonnangatta CRES,",WEIR VIEWS VIC 3338,5 Beds,2 Baths,2 Parking,,horsham-vic
,,,,,,,,,horsham-vic
,,$450,"1416/6 Leicester Street,",CARLTON VIC 3053,1 Bed,1 Bath,− Parking,,horsham-vic
,,$780 pw,"13 Mountfield Road,",MITCHAM VIC 3132,6 Beds,3 Baths,5 Parking,,horsham-vic
,,$620,"2 The Breezewater,",POINT COOK VIC 3030,4 Beds,2 Baths,2 Parking,,horsham-vic
,,,,,,,,,horsham-vic
,,$580,"20 Dumesny Street,",HORSHAM VIC 3400,4 Beds,2 Baths,2 Parking,,horsham-vic
,,$795 Per Week,"6 Elizabeth Court,",ROWVILLE VIC 3178,4 Beds,2 Baths,4 Parking,,horsham-vic
,,$595 Per Week,"31 Ambassador Crescent,",POINT COOK VIC 3030,4 Beds,2 Baths,2 Parking,758m²,horsham-vic
,,$550 per week,"18/80 Cheltenham Road,",DANDENONG VIC 3175,2 Beds,2 Baths,1 Parking,,horsham-vic
,,$720/week,"146 Lady Nelson Way,",TAYLORS LAKES VIC 3038,5 Beds,3 Baths,2 Parking,,horsham-vic
,,$410 weekly,"3/85 Collins Street,",THORNBURY VIC 3071,2 Beds,1 Bath,1 Parking,,horsham-vic
,,$870,"32 Trades Hall Place,",CARLTON VIC 3053,3 Beds,2 Baths,1 Parking,160m²,horsham-vic
,,$650 Per Week,"97 Festival Drive,",POINT COOK VIC 3030,5 Beds,3 Baths,2 Parking,,horsham-vic
,,$520 per week,"406/6 Leicester Street,",CARLTON VIC 3053,1 Bed,1 Bath,− Parking,,horsham-vic
,,$550,"39 Millers Road,",ALTONA VIC 3018,3 Beds,1 Bath,3 Parking,,horsham-vic
,,$575/w & Fully Furnished,"104/15 Irving Avenue,",BOX HILL VIC 3128,1 Bed,1 Bath,1 Parking,,horsham-vic
,,,,,,,,,horsham-vic
,,$440,"917/6 Leicester Street,",CARLTON VIC 3053,1 Bed,1 Bath,− Parking,,horsham-vic
,,$580,"9 Kenora Way,",MICKLEHAM VIC 3064,4 Beds,2 Baths,2 Parking,509m²,horsham-vic
,,$470,"1709/6 Leicester Street,",CARLTON VIC 3053,,,,,horsham-vic
,,$290,"26 Hennessy street,",HORSHAM VIC 3400,3 Beds,1 Bath,1 Parking,,horsham-vic
,,"$1,100 Per Week","20 Koonawarra St,",CLAYTON VIC 3168,5 Beds,3 Baths,2 Parking,,horsham-vic
,,$400.00 Per Week,"4 Springbank Way,",BROOKFIELD VIC 3338,4 Beds,2 Baths,2 Parking,,horsham-vic
,,,,,,,,,horsham-vic
,,"$1,670","29 Drummond street,",CARLTON VIC 3053,7 Beds,3 Baths,2 Parking,290m²,horsham-vic
,,$540,"19 Woolshed Drive,",TRUGANINA VIC 3029,4 Beds,2 Baths,2 Parking,,horsham-vic
,,$600 per week,"705/301 King St,",MELBOURNE VIC 3000,1 Bed,1 Bath,− Parking,,horsham-vic
,,,,,,,,,horsham-vic
,,$630 Per Week,"1/48 Aqueduct Road,",LANGWARRIN VIC 3910,3 Beds,2 Baths,2 Parking,,horsham-vic
,,$200,"8/105 Main Street,",NATIMUK VIC 3409,1 Bed,1 Bath,− Parking,102m²,horsham-vic
,,$600 Per Week,"4 Grosset Way,",POINT COOK VIC 3030,4 Beds,3 Baths,2 Parking,,horsham-vic
,,$370,"2 May Park Terrace,",HORSHAM VIC 3400,3 Beds,1 Bath,1 Parking,,horsham-vic
,,670 per week,"306/3 Young Street,",BOX HILL VIC 3128,2 Beds,2 Baths,1 Parking,,horsham-vic
,,"$1,200",,BENTLEIGH EAST VIC 3165,5 Beds,2 Baths,4 Parking,700m²,horsham-vic
,,$80,"7P5/70 Southbank Boulevard,",SOUTHBANK VIC 3006,1 Bed,1 Bath,1 Parking,,horsham-vic
,,$580 per week *Partially Furnished*,"802/15 Doepel Way,",DOCKLANDS VIC 3008,1 Bed,1 Bath,− Parking,,horsham-vic
,,$850 Per Week,"44 Kalbian Drive,",CLYDE NORTH VIC 3978,5 Beds,3 Baths,2 Parking,,horsham-vic
,,$200 per week,"1/8 Dodgshun Street,",HOPETOUN VIC 3396,1 Bed,1 Bath,− Parking,,horsham-vic
,,$170 Per Week Bills Included,"6/13 Hewat Drive,",HIGHTON VIC 3216,1 Bed,1 Bath,1 Parking,,horsham-vic
,,,,,,,,,horsham-vic
,,UNDER APPLICATION,"12 Penny Avenue,",HORSHAM VIC 3400,3 Beds,1 Bath,2 Parking,,horsham-vic
,,$550,"2 YAMUNA STREET,",TRUGANINA VIC 3029,4 Beds,2 Baths,1 Parking,,horsham-vic
,,$520,"22 Huntingfield Street,",THORNHILL PARK VIC 3335,4 Beds,2 Baths,1 Parking,,horsham-vic
,,$550,"38 Sadie Avenue,",THORNHILL PARK VIC 3335,4 Beds,2 Baths,1 Parking,,horsham-vic
,,UNDER APPLICATION,"1 Gleed Street,",HORSHAM VIC 3400,3 Beds,2 Baths,2 Parking,,horsham-vic
,,UNDER APPLICATION,"22 Wilmoth Avenue,",HORSHAM VIC 3400,3 Beds,2 Baths,2 Parking,,horsham-vic
,,,,,,,,,horsham-vic
,,$650,"19 Maroa Street,",TARNEIT VIC 3029,4 Beds,3 Baths,2 Parking,,horsham-vic
,,$50 per week,"Carpark914/33 Blackwood Street,",NORTH MELBOURNE VIC 3051,− 0 Beds,− 0 Baths,1 Parking,,horsham-vic
,,$300 per week,"184 Dorset Road,",BORONIA VIC 3155,1 Bed,1 Bath,− Parking,,horsham-vic
,,,,,,,,,horsham-vic
,,$60,"Carpark3605/639 Lonsdale Street,",MELBOURNE VIC 3000,− 0 Beds,− 0 Baths,1 Parking,,horsham-vic
,,$69 per week,"Carpark224/23 Blackwood Street,",NORTH MELBOURNE VIC 3051,− 0 Beds,− 0 Baths,1 Parking,,horsham-vic
,,$60 per week,"Carpark613/33 Blackwood Street,",NORTH MELBOURNE VIC 3051,− 0 Beds,− 0 Baths,1 Parking,,horsham-vic
,,$50 per week,"Carpark450/401 Docklands Drive,",DOCKLANDS VIC 3008,− 0 Beds,− 0 Baths,1 Parking,,horsham-vic
,,$60 per week,"Carpark2810/81 A'Beckett Street,",MELBOURNE VIC 3000,− 0 Beds,− 0 Baths,1 Parking,,horsham-vic
,,$70 per week,"Carpark402/135 A'Beckett Street,",MELBOURNE VIC 3000,− 0 Beds,− 0 Baths,1 Parking,,horsham-vic
,,$780,"2B2B/259 Normanby Road,",SOUTHBANK VIC 3006,2 Beds,2 Baths,1 Parking,,horsham-vic
,,UNDER APPLICATION,"1/24 Citrus Avenue,",HORSHAM VIC 3400,3 Beds,1 Bath,1 Parking,,horsham-vic
,,$550,"7 REEVES STREET,",POINT COOK VIC 3030,4 Beds,3 Baths,2 Parking,,horsham-vic
,,LEASED,"253-273 Normanby Road,",SOUTH MELBOURNE VIC 3205,1 Bed,1 Bath,− Parking,,horsham-vic
,,$550,"1B1B/803 Dandenong Road,",MALVERN EAST VIC 3145,1 Bed,1 Bath,1 Parking,,horsham-vic
,,,,,,,,,horsham-vic
,,$700,"2B2B/803 Dandenong Road,",MALVERN EAST VIC 3145,2 Beds,2 Baths,1 Parking,,horsham-vic
HouseSmart Property Management Department,HouseSmart Real Estate Pty Ltd,$550 per week,"4K/45 King George Street,",VICTORIA PARK WA 6100,2 Beds,1 Bath,1 Parking,,bairnsdale-vic
Certainty  Property Vic,Certainty Property,$270,"11 McCulloch Drive,",MELTON SOUTH VIC 3338,1 Bed,1 Bath,− Parking,,bairnsdale-vic
,,,,,,,,,bairnsdale-vic
Kim Te,Motion Property,$610 Per Week,"801/5 Joseph Road,",FOOTSCRAY VIC 3011,2 Beds,2 Baths,1 Parking,,bairnsdale-vic
Danielle Ryan,The Core Advisory Team VIC,$750pw,"13/299 Dandenong Road,",PRAHRAN VIC 3181,2 Beds,1 Bath,1 Parking,,bairnsdale-vic
Certainty  Property Vic,Certainty Property,$200,"2 Caspian Court,",NEWBOROUGH VIC 3825,1 Bed,1 Bath,− Parking,,bairnsdale-vic
Certainty  Property Vic,Certainty Property,$450,"114 Anniversary Avenue,",WYNDHAM VALE VIC 3024,4 Beds,2 Baths,2 Parking,,bairnsdale-vic
Certainty  Property Vic,Certainty Property,$275,"16 Astral Walk,",WOLLERT VIC 3750,1 Bed,1 Bath,− Parking,,bairnsdale-vic
Certainty  Property Vic,Certainty Property,$240,"6 Songlark Street,",MELTON SOUTH VIC 3338,1 Bed,1 Bath,− Parking,,bairnsdale-vic
,,,,,,,,,bairnsdale-vic
Kim Te,Motion Property,$590 per week,"1002/1 Joseph Road,",FOOTSCRAY VIC 3011,2 Beds,2 Baths,1 Parking,,bairnsdale-vic
Evelyne Surja,Kay & Burton Stonnington,$1695 Per Week,"2 Rathmines Street,",TOORAK VIC 3142,3 Beds,2 Baths,2 Parking,,bairnsdale-vic
Certainty  Property Vic,Certainty Property,$250,"17 Oakhill Terrace,",CHURCHILL VIC 3842,1 Bed,1 Bath,1 Parking,,bairnsdale-vic
,,,,,,,,,bairnsdale-vic
Casey Blaine,,FULLY FURNISHED - $420 PER WEEK,"5/8 Dale St,",KENNINGTON VIC 3550,1 Bed,1 Bath,1 Parking,,bairnsdale-vic
,,$580,"21 Manchado Street,",TARNEIT VIC 3029,4 Beds,2 Baths,2 Parking,,bairnsdale-vic
,,$240,"63 Pintail Drive,",MELTON SOUTH VIC 3338,1 Bed,1 Bath,− Parking,,bairnsdale-vic
,,$250,"8 Jacobena Road,",MELTON SOUTH VIC 3338,1 Bed,1 Bath,− Parking,,bairnsdale-vic
,,$730 Parkside living Highspeed unlimited WiFi PetFriendly,"224/109 Manningham St,",PARKVILLE VIC 3052,1 Bed,1 Bath,1 Parking,,bairnsdale-vic
,,$665 Parkside living Highspeed unlimited WiFi PetFriendly,"225/109 Manningham St,",PARKVILLE VIC 3052,2 Beds,2 Baths,1 Parking,,bairnsdale-vic
,,$750 per week Parkside living Highspeed unlimited WiFi PetFriendly,"403/109 Manningham St,",PARKVILLE VIC 3052,2 Beds,2 Baths,1 Parking,,bairnsdale-vic
,,$950 Parkside living Highspeed unlimited WiFi PetFriendly,"607/109 109 Manningham St,",PARKVILLE VIC 3052,2 Beds,2 Baths,1 Parking,,bairnsdale-vic
,,$670 Parkside living Highspeed unlimited WiFi PetFriendly,"121 109 Manningham St,",PARKVILLE VIC 3052,1 Bed,1 Bath,1 Parking,,bairnsdale-vic
$595 - $596 per week,,$595 - $596 per week,"33 Currong Street,",REID ACT 2612,2 Beds,1 Bath,1 Parking,,bairnsdale-vic
,,$510 per week,"207/6 Leicester Street,",CARLTON VIC 3053,1 Bed,1 Bath,− Parking,,bairnsdale-vic
,,,,,,,,,bairnsdale-vic
,,$450 per week,"Unit 1113/6 Leicester St,",CARLTON VIC 3053,1 Bed,1 Bath,− Parking,,bairnsdale-vic
,,$725 per week,"3/462 Como Parade West,",MORDIALLOC VIC 3195,2 Beds,2 Baths,1 Parking,,bairnsdale-vic
,,$250 per week,,WILLIAMSTOWN VIC 3016,6 Beds,3 Baths,− Parking,,bairnsdale-vic
,,$700.00,"505/300 Swanston Street,",MELBOURNE VIC 3000,2 Beds,1 Bath,1 Parking,,bairnsdale-vic
,,$670 per week,"30 Healey Drive,",EPPING VIC 3076,5 Beds,2 Baths,8 Parking,500m²,bairnsdale-vic
,,$950 Per Week,"7/398 Elgar Road,",BOX HILL VIC 3128,4 Beds,4 Baths,1 Parking,,bairnsdale-vic
,,,,,,,,,bairnsdale-vic
,,$600,"204/150 Great Eastern Highway,",ASCOT WA 6104,1 Bed,1 Bath,1 Parking,,bairnsdale-vic
,,$650 Per Week,"7/2-8 Palmerston Street,",ST JAMES WA 6102,3 Beds,1 Bath,1 Parking,,bairnsdale-vic
,,$700 weekly,"3 Timor Cl,",BURWOOD VIC 3125,3 Beds,2 Baths,2 Parking,,bairnsdale-vic
,,,,,,,,,bairnsdale-vic
,,$780 per week,"5/48 Oxley Rd,",HAWTHORN VIC 3122,3 Beds,2 Baths,2 Parking,,bairnsdale-vic
,,$355 per week,"239/386 Burwood Highway,",BURWOOD VIC 3125,1 Bed,1 Bath,− Parking,,bairnsdale-vic
,,$850 weekly,"2004/103 South Wharf Drive,",DOCKLANDS VIC 3008,2 Beds,2 Baths,1 Parking,,bairnsdale-vic
,,$400 weekly,"3/15 Tallis Street,",NORLANE VIC 3214,2 Beds,2 Baths,1 Parking,,bairnsdale-vic
,,$500.00,"2/42 Raleigh Road,",MARIBYRNONG VIC 3032,2 Beds,1 Bath,1 Parking,,bairnsdale-vic
,,$550,"21 Fifth Avenue,",ALTONA NORTH VIC 3025,3 Beds,1 Bath,1 Parking,,bairnsdale-vic
,,$560.00,"805/408 Spencer Street,",WEST MELBOURNE VIC 3003,1 Bed,1 Bath,− Parking,,bairnsdale-vic
,,$750.00 per week,,MELBOURNE VIC 3000,2 Beds,2 Baths,− Parking,,bairnsdale-vic
,,$430.00,"1406/557-561 Little Lonsdale Street,",MELBOURNE VIC 3000,1 Bed,1 Bath,− Parking,,bairnsdale-vic
,,$345 per week,"117/386 Burwood Highway,",BURWOOD VIC 3125,1 Bed,1 Bath,− Parking,,bairnsdale-vic
,,$590 per week,"32 Golconda Avenue,",FRANKSTON VIC 3199,3 Beds,1 Bath,2 Parking,,bairnsdale-vic
,,,,,,,,,bairnsdale-vic
,,$380 per week,"6/406 Lower Heidelberg Road,",EAGLEMONT VIC 3084,1 Bed,1 Bath,1 Parking,100m²,bairnsdale-vic
,,$700.00,"35/174 Peel Street,",WINDSOR VIC 3181,2 Beds,2 Baths,1 Parking,,bairnsdale-vic
,,$590 per week,"8 Tynong Street,",CROYDON VIC 3136,3 Beds,1 Bath,1 Parking,877m²,bairnsdale-vic
,,$500,"4 Waugh Street,",ROCKBANK VIC 3335,4 Beds,2 Baths,2 Parking,,bairnsdale-vic
,,$995,"122A Sussex Street,",EAST VICTORIA PARK WA 6101,4 Beds,2 Baths,2 Parking,,bairnsdale-vic
,,$480,"8 Chorley Street,",STRATHTULLOH VIC 3338,4 Beds,2 Baths,1 Parking,,bairnsdale-vic
,,,,,,,,,bairnsdale-vic
