Agent Name,Agent Company,Price,Address Line 1,Address Line 2,Bedrooms,Bathrooms,Parking,Floor Space
,N/A,$530 per week,"2 bed, 1 c/11 Launceston Street,",PHILLIP ACT 2606,2 Beds,2 Baths,1 Parking,N/A
,N/A,$430 per week,"1 bedroom/6 Furzer Street,",PHILLIP ACT 2606,1 Bed,1 Bath,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$530 per week,"2 bed, 1 c/6 Furzer Street,",PHILLIP ACT 2606,2 Beds,2 Baths,1 Parking,N/A
,N/A,$430 per week,"1 bedroom/2 Furzer Street,",PHILLIP ACT 2606,1 Bed,1 Bath,1 Parking,N/A
,N/A,$550 per week,"2 bed, 2 c/6 Furzer Street,",PHILLIP ACT 2606,2 Beds,2 Baths,2 Parking,N/A
,N/A,$530 per week,"2 bed, 1/2 Furzer Street,",PHILLIP ACT 2606,2 Beds,2 Baths,1 Parking,N/A
,N/A,$490 per week,"1+ study/2 Furzer Street,",PHILLIP ACT 2606,1 Bed,1 Bath,1 Parking,N/A
,N/A,$530 per week,"4/53 Port Jackson Circuit,",PHILLIP ACT 2606,2 Beds,1 Bath,1 Parking,N/A
,N/A,$670 - $680 per week,"2004/2 Furzer Street,",PHILLIP ACT 2606,2 Beds,2 Baths,1 Parking,N/A
,N/A,$175 per week,"1009 Old Bruce Highway,",KYBONG QLD 4570,1 Bed,1 Bath,− Parking,N/A
,N/A,$590 to $610 pw,"2C/2 Furzer Street,",PHILLIP ACT 2606,2 Beds,2 Baths,2 Parking,N/A
,N/A,$815 pw,"151/9 Irving Street,",PHILLIP ACT 2606,3 Beds,2 Baths,2 Parking,N/A
,N/A,$730 - $750 per week,"65/96 McMichael Tce,",DENMAN PROSPECT ACT 2611,3 Beds,2 Baths,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$610 pw,"806/673 Latrobe Street,",DOCKLANDS VIC 3008,2 Beds,2 Baths,1 Parking,N/A
,N/A,$430 per week,"109/41 Philip Hodgins Street,",WRIGHT ACT 2611,1 Bed,1 Bath,1 Parking,N/A
,N/A,$470,"2 Furzer Street,",PHILLIP ACT 2606,1 Bed,1 Bath,1 Parking,N/A
,N/A,"$1,250","7 Golgerth Street,",DENMAN PROSPECT ACT 2611,4 Beds,3 Baths,2 Parking,N/A
,N/A,$665,"28/135 Easty Street,",PHILLIP ACT 2606,2 Beds,2 Baths,2 Parking,N/A
,N/A,$620,"150A McCarthy Road,",WALLAROO NSW 2618,2 Beds,1 Bath,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$890 pw,"1906/15 Bowes Street,",PHILLIP ACT 2606,3 Beds,2 Baths,2 Parking,N/A
,N/A,$580 pw,"49 Furzer Street,",PHILLIP ACT 2606,2 Beds,2 Baths,1 Parking,N/A
,N/A,$540 pw,"320/43 Arthur Blakeley Way,",COOMBS ACT 2611,2 Beds,1 Bath,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$575.00 per week,"33 Gledden Street,",CHIFLEY ACT 2606,3 Beds,1 Bath,1 Parking,N/A
,N/A,$850 per week,"229 Sculthorpe Ave,",WHITLAM ACT 2611,3 Beds,2 Baths,2 Parking,N/A
,N/A,$485.00 per week,"9A Muecke Place,",ISAACS ACT 2607,1 Bed,1 Bath,− Parking,N/A
,N/A,$1500.00 per week,"5 Gerogery Place,",O'MALLEY ACT 2606,5 Beds,3 Baths,3 Parking,N/A
$650.00 weekly,,$650.00 weekly,"59/1 BALGOWNIE CIRCUIT,",HEDDON GRETA NSW 2321,4 Beds,2 Baths,1 Parking,N/A
,N/A,$1050 per week,"127 Sculthorpe Avenue,",WHITLAM ACT 2611,4 Beds,3 Baths,2 Parking,N/A
,N/A,$575 per week,"38 Devonport Street,",LYONS ACT 2606,3 Beds,1 Bath,1 Parking,N/A
$640.00 weekly,,$640.00 weekly,"29 LAKESIDE CIRCUIT,",CESSNOCK NSW 2325,4 Beds,2 Baths,2 Parking,N/A
,N/A,"$1,100 - $1,200 per week","60 Thwaites Crescent,",WRIGHT ACT 2611,4 Beds,3 Baths,2 Parking,N/A
,N/A,$900 Not furnished,"207B/176 Blaxland Road,",RYDE NSW 2112,2 Beds,2 Baths,1 Parking,N/A
,N/A,$1200 Furnished,"604A/176 Blaxland Road,",RYDE NSW 2112,2 Beds,2 Baths,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$500 per week,"99 121 Easty Street,",PHILLIP ACT 2606,1 Bed,1 Bath,1 Parking,N/A
,N/A,$760 per week,"11/135 Easty Street,",PHILLIP ACT 2606,3 Beds,2 Baths,2 Parking,N/A
,N/A,$670 Parkside living Highspeed unlimited WiFi PetFriendly,"121 109 Manningham St,",PARKVILLE VIC 3052,1 Bed,1 Bath,1 Parking,N/A
$595 - $596 per week,,$595 - $596 per week,"33 Currong Street,",REID ACT 2612,2 Beds,1 Bath,1 Parking,N/A
$700 per week,,$700 per week,"12/3 Felstead Vista,",DENMAN PROSPECT ACT 2611,2 Beds,2 Baths,2 Parking,"8,875m²"
,N/A,$565 per week,"12/2 Bamblett Rise,",DENMAN PROSPECT ACT 2611,2 Beds,1 Bath,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$480.00 pw,"76/121 Easty Street,",PHILLIP ACT 2606,1 Bed,1 Bath,1 Parking,N/A
,N/A,$850 per week,"41/8 Ken Tribe Street,",COOMBS ACT 2611,3 Beds,2 Baths,2 Parking,N/A
,N/A,"$1,200 per week","60 Thwaites Crescent,",WRIGHT ACT 2611,5 Beds,3 Baths,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$790 per week,"65/96 McMichael Tce,",DENMAN PROSPECT ACT 2611,3 Beds,3 Baths,2 Parking,N/A
,N/A,$820 weekly,"3A Olympus Way,",LYONS ACT 2606,4 Beds,2 Baths,2 Parking,N/A
,N/A,$650 weekly,"53 Tipperary Dr,",ASHTONFIELD NSW 2323,4 Beds,2 Baths,2 Parking,N/A
,N/A,$945 per week,"31/116 Easty Street,",WODEN ACT 2606,1 Bed,1 Bath,1 Parking,"14,129m²"
,N/A,$550,"17 Stephens Street,",KANDANGA QLD 4570,2 Beds,1 Bath,1 Parking,N/A
,N/A,$450 Weekly,"20 Couttaroo Place,",COUTTS CROSSING NSW 2460,3 Beds,1 Bath,4 Parking,N/A
,N/A,$550,"1007/10 Trinity Street,",FORTITUDE VALLEY QLD 4006,1 Bed,1 Bath,1 Parking,N/A
,N/A,$500 pw,"1105/35 Hall Street,",MOONEE PONDS VIC 3039,1 Bed,1 Bath,− Parking,N/A
,N/A,$550 / Wk,"6 Weld Crescent,",HOPE VALLEY SA 5090,3 Beds,1 Bath,2 Parking,N/A
,N/A,$570.00 Per Week,"25 Finnegan Crescent,",MUSWELLBROOK NSW 2333,4 Beds,1 Bath,2 Parking,555m²
,N/A,$480.00 Per Week,"2/2 Kennedy Close,",MUSWELLBROOK NSW 2333,3 Beds,2 Baths,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$520,"3/1 Waller Street,",EAST MAITLAND NSW 2323,2 Beds,2 Baths,1 Parking,N/A
,N/A,$640,"807/348 Water Street,",FORTITUDE VALLEY QLD 4006,2 Beds,2 Baths,1 Parking,N/A
,N/A,$950.00,"340 Wattle Ponds Road,",SINGLETON NSW 2330,4 Beds,2 Baths,3 Parking,2.06ha
,N/A,$460 weekly,"2b Rae St,",CESSNOCK NSW 2325,3 Beds,2 Baths,1 Parking,N/A
,N/A,$480 Per Week,"2 Coneybeer Street,",BERRI SA 5343,3 Beds,1 Bath,3 Parking,N/A
,N/A,$550 per week inc mowing,"12 River Street,",BOWRAVILLE NSW 2449,3 Beds,1 Bath,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$650 per week,"7 Monterey Court,",MILL PARK VIC 3082,3 Beds,1 Bath,1 Parking,576m²
,N/A,$520,"ID:3786840/59 Robertson Street,",FORTITUDE VALLEY QLD 4006,1 Bed,1 Bath,1 Parking,N/A
,N/A,$460 weekly,"54A Ardennes Circuit,",GILLIESTON HEIGHTS NSW 2321,2 Beds,1 Bath,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$440 p/week,"3/50 Catherine Street,",CESSNOCK NSW 2325,2 Beds,1 Bath,1 Parking,N/A
,N/A,$380 Per Week,"3/41 Alick Street,",BELMONT NSW 2280,2 Beds,1 Bath,1 Parking,N/A
,N/A,$660pw,"12/41 Pearlman Street,",COOMBS ACT 2611,3 Beds,2 Baths,2 Parking,N/A
,N/A,$690,"23 Grasshawk Drive,",CHISHOLM NSW 2322,4 Beds,2 Baths,2 Parking,N/A
,N/A,$380 per week,"43 Tarwin Street,",BOOLARRA VIC 3870,3 Beds,1 Bath,4 Parking,N/A
,N/A,$475 per week,"216/110 Keilor Road,",ESSENDON NORTH VIC 3041,2 Beds,2 Baths,1 Parking,N/A
,N/A,$580,"89 St Georges Road,",TRARALGON VIC 3844,4 Beds,2 Baths,2 Parking,N/A
,N/A,$660 Weekly,"12 Cassandra Close,",NORTH BOAMBEE VALLEY NSW 2450,3 Beds,1 Bath,1 Parking,N/A
,N/A,$800 per week,"29 Konara Street,",LEPPINGTON NSW 2179,4 Beds,3 Baths,1 Parking,300m²
,N/A,$400 weekly,"2/10 Innes St,",NORTH ROTHBURY NSW 2335,2 Beds,1 Bath,1 Parking,N/A
,N/A,FULLY FURNISHED $900 per week,"3/15 Market Street,",SINGLETON NSW 2330,2 Beds,2 Baths,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$520 pw / $2260 pcm,"5/13 Winifred Street,",ESSENDON VIC 3040,2 Beds,1 Bath,1 Parking,N/A
,N/A,$860 PER WEEK,"34 Onthonna Terrace,",UMINA BEACH NSW 2257,4 Beds,2 Baths,2 Parking,N/A
,N/A,$530 weekly,"59 Leumeah Ave,",CHAIN VALLEY BAY NSW 2259,3 Beds,1 Bath,1 Parking,N/A
,N/A,$800 pw,"23 Mulumulung Street,",AUSTRAL NSW 2179,4 Beds,2 Baths,1 Parking,N/A
,N/A,$450 Per Week,"5 Wakeham Road,",THE DAWN QLD 4570,3 Beds,1 Bath,1 Parking,N/A
,N/A,$450 pw,"7 Farmer Crescent,",TRARALGON VIC 3844,3 Beds,2 Baths,2 Parking,696m²
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$600,"15 Donald Avenue,",ESSENDON VIC 3040,3 Beds,1 Bath,3 Parking,N/A
,N/A,$500 per week,"2/123 Watkins St,",WHITE GUM VALLEY WA 6162,2 Beds,1 Bath,1 Parking,N/A
,N/A,$740 pw,"59 Rigby Drive,",NORTH ROTHBURY NSW 2335,4 Beds,2 Baths,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$500 pw,"52 Hammersmith Circuit,",TRARALGON VIC 3844,3 Beds,2 Baths,2 Parking,522m²
,N/A,$700.00 PER WEEK - FURNISHED!,"62 The Drive,",YAMBA NSW 2464,3 Beds,2 Baths,2 Parking,488m²
,N/A,$350 per week,"117 North Huon Road,",RANELAGH TAS 7109,2 Beds,1 Bath,2 Parking,N/A
,N/A,$920 per week,"107 Piggabeen Road,",CURRUMBIN WATERS QLD 4223,3 Beds,1 Bath,4 Parking,N/A
,N/A,$500 per week,"36 Cemetery Road,",DOVER TAS 7117,3 Beds,2 Baths,4 Parking,N/A
,N/A,$480 PW / AVAIL. 18.11.24,"20 Lawn Avenue,",TRARALGON VIC 3844,3 Beds,2 Baths,2 Parking,568m²
,N/A,$650 PER WEEK,"6 Skehan Place,",EPPING VIC 3076,5 Beds,2 Baths,2 Parking,511m²
,N/A,$525 pw Furnished,N/A,CLUNES NSW 2480,1 Bed,1 Bath,1 Parking,N/A
,N/A,$400.00 per week including water usage,"22a Third Street,",WESTON NSW 2326,2 Beds,1 Bath,− Parking,N/A
,N/A,$510 per week,"207/6 Leicester Street,",CARLTON VIC 3053,1 Bed,1 Bath,− Parking,N/A
,N/A,$450 per week,"Unit 1113/6 Leicester St,",CARLTON VIC 3053,1 Bed,1 Bath,− Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$470 per week,"2/27 Tangerine Street,",GILLIESTON HEIGHTS NSW 2321,2 Beds,1 Bath,1 Parking,N/A
,N/A,$625 per week,"23/14 Le Geyt Street,",WINDSOR QLD 4030,2 Beds,2 Baths,1 Parking,N/A
,N/A,$700 Weekly,"74a Middle Boambee Road,",BOAMBEE NSW 2450,3 Beds,1 Bath,1 Parking,N/A
,N/A,$600 per week,"20 Lady Nelson Place,",YAMBA NSW 2464,3 Beds,2 Baths,4 Parking,N/A
,N/A,$560.00,"2 Bourke Street,",ESSENDON WEST VIC 3040,3 Beds,1 Bath,2 Parking,N/A
,N/A,$650 pw,"37 Scenic Drive,",GILLIESTON HEIGHTS NSW 2321,4 Beds,2 Baths,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$725 per week,"3/462 Como Parade West,",MORDIALLOC VIC 3195,2 Beds,2 Baths,1 Parking,N/A
,N/A,$500,"8 Boronia Crescent,",TRARALGON VIC 3844,3 Beds,2 Baths,2 Parking,N/A
,N/A,$525,"10 Helen Terrace,",VALLEY VIEW SA 5093,3 Beds,1 Bath,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$435.00 Per Week,"2 Black Street,",MUSWELLBROOK NSW 2333,3 Beds,2 Baths,1 Parking,436m²
,N/A,$500 Per Week,"3/15 Ruskin Street,",BERESFIELD NSW 2322,2 Beds,1 Bath,1 Parking,N/A
,N/A,$360PW / $1564PCM,"11/44 Fletcher Street,",ESSENDON VIC 3040,1 Bed,1 Bath,1 Parking,N/A
,N/A,$720,"35 Friarbird Ridge,",ABERGLASSLYN NSW 2320,4 Beds,2 Baths,3 Parking,N/A
,N/A,$600 pw,"12 Molucca Close,",ASHTONFIELD NSW 2323,3 Beds,1 Bath,2 Parking,N/A
,N/A,$250 per week,N/A,WILLIAMSTOWN VIC 3016,6 Beds,3 Baths,− Parking,N/A
,N/A,$705 per week,"21 Gollop Crescent,",REDWOOD PARK SA 5097,4 Beds,2 Baths,1 Parking,N/A
,N/A,$750,"190 Boomerang Drive,",BLUEYS BEACH NSW 2428,4 Beds,2 Baths,2 Parking,N/A
,N/A,$420 per week,"28 Cleary Street,",GATTON QLD 4343,3 Beds,1 Bath,2 Parking,729m²
,N/A,$750 per week,"29 Lapwing Street,",ABERGLASSLYN NSW 2320,4 Beds,2 Baths,2 Parking,646m²
,N/A,$1100 per week,"6 Grey Street,",GLENBROOK NSW 2773,4 Beds,3 Baths,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$680 pw Furnished,"004/8 Kyabra Street,",NEWSTEAD QLD 4006,1 Bed,1 Bath,1 Parking,76m²
,N/A,$450 per week,"50 Allan Street,",GATTON QLD 4343,3 Beds,1 Bath,1 Parking,764m²
,N/A,$500 per week,"1/108 Davey Road,",GATTON QLD 4343,3 Beds,1 Bath,1 Parking,N/A
,N/A,$400 p/w including water and gardening,"5/158 Augusta Road,",LENAH VALLEY TAS 7008,1 Bed,1 Bath,− Parking,N/A
,N/A,$450,"42A Rodeo Drive,",GREEN VALLEY NSW 2168,2 Beds,1 Bath,− Parking,N/A
,N/A,$510 pw,"23 Albert Terrace,",PORT PIRIE SA 5540,3 Beds,2 Baths,3 Parking,603m²
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$880,"42 Rodeo Drive,",GREEN VALLEY NSW 2168,4 Beds,2 Baths,2 Parking,N/A
,N/A,"$1,250 PER WEEK","55 Perry Street,",DUNDAS VALLEY NSW 2117,4 Beds,3 Baths,2 Parking,N/A
,N/A,$450 pw,"4/115 Newcastle Street,",EAST MAITLAND NSW 2323,3 Beds,1 Bath,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,UNDER APPLICATION,"1BRM+CAR/35 Campbell Street,",BOWEN HILLS QLD 4006,1 Bed,1 Bath,1 Parking,N/A
,N/A,$400PW / $1738PCM,"3/53 Flemington Street,",TRAVANCORE VIC 3032,1 Bed,1 Bath,1 Parking,N/A
,N/A,$900,"9 Vernon Street,",STRATHMORE VIC 3041,4 Beds,4 Baths,2 Parking,N/A
,N/A,$520,"3/220 South Valley Road,",HIGHTON VIC 3216,4 Beds,2 Baths,4 Parking,N/A
,N/A,$700.00,"505/300 Swanston Street,",MELBOURNE VIC 3000,2 Beds,1 Bath,1 Parking,N/A
,N/A,$395 p/w each including yard maintenance,"304A Mowbray River Road,",MOWBRAY QLD 4877,1 Bed,1 Bath,1 Parking,"40,350m²"
,N/A,$720 per week,"78 Arthur Street,",FORTITUDE VALLEY QLD 4006,2 Beds,2 Baths,1 Parking,N/A
,N/A,$670 per week,"30 Healey Drive,",EPPING VIC 3076,5 Beds,2 Baths,8 Parking,500m²
,N/A,$670 per Week,"24 Willan Drive,",CARTWRIGHT NSW 2168,4 Beds,2 Baths,2 Parking,N/A
,N/A,$950 Per Week,"7/398 Elgar Road,",BOX HILL VIC 3128,4 Beds,4 Baths,1 Parking,N/A
,N/A,$730,"307 Lord Street,",BEECHBORO WA 6063,3 Beds,1 Bath,1 Parking,891m²
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$580 p/week,"30/6A Valley Road,",HALLS HEAD WA 6210,3 Beds,2 Baths,1 Parking,N/A
,N/A,$680 pw,"1 Gaara Close,",MACKSVILLE NSW 2447,4 Beds,2 Baths,2 Parking,N/A
,N/A,$600,"204/150 Great Eastern Highway,",ASCOT WA 6104,1 Bed,1 Bath,1 Parking,N/A
,N/A,$550 pw,"4 Attunga Street,",SUN VALLEY QLD 4680,3 Beds,2 Baths,3 Parking,N/A
,N/A,"$750 P/W | $3,259.00 PCM","52 Roberts Road,",AIRPORT WEST VIC 3042,4 Beds,3 Baths,1 Parking,N/A
,N/A,$700 per week Fully Furnished + MPR,"349/1000 Ann Street,",FORTITUDE VALLEY QLD 4006,1 Bed,1 Bath,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$400 Per Week,"22 Langford Street,",MORWELL VIC 3840,3 Beds,2 Baths,1 Parking,750m²
,N/A,$680 Per Week Furnished,"3/1 Latona Avenue,",CALOUNDRA QLD 4551,2 Beds,2 Baths,1 Parking,N/A
,N/A,$445,"2/9 Aberdeen Street,",ABERFELDIE VIC 3040,2 Beds,1 Bath,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$650 Per Week,"7/2-8 Palmerston Street,",ST JAMES WA 6102,3 Beds,1 Bath,1 Parking,N/A
,N/A,$620.00,"101/19 Moore St,",MOONEE PONDS VIC 3039,2 Beds,2 Baths,1 Parking,N/A
,N/A,$550,"30 Curtin Street,",EAST MAITLAND NSW 2323,3 Beds,1 Bath,1 Parking,N/A
,N/A,$600.00 Per Week,"30 Weemala Place,",MUSWELLBROOK NSW 2333,4 Beds,2 Baths,2 Parking,837m²
,N/A,$300,"59/62 Seaview Avenue,",WIRRINA COVE SA 5204,2 Beds,2 Baths,1 Parking,N/A
,N/A,$600 Per Week,"12 Melaleuca Drive,",YAMBA NSW 2464,3 Beds,2 Baths,2 Parking,N/A
,N/A,$550,"8 Morven Street,",MACLEAN NSW 2463,4 Beds,2 Baths,1 Parking,N/A
,N/A,$280 per week - Apply Before Viewing,"28A Park Avenue,",NURIOOTPA SA 5355,2 Beds,1 Bath,1 Parking,N/A
,N/A,$950.00,"19A Vaynor Street,",NIDDRIE VIC 3042,4 Beds,3 Baths,1 Parking,N/A
,N/A,$570 PW / AVAIL. 2.12.24,"79A Riverslea Boulevard,",TRARALGON VIC 3844,4 Beds,2 Baths,2 Parking,N/A
,N/A,$440 wk,"251 Mathieson Street,",BELLBIRD NSW 2325,2 Beds,1 Bath,− Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$380 Per Week,"7 Townsend Street,",CHURCHILL VIC 3842,3 Beds,1 Bath,− Parking,N/A
,N/A,$450 pw,"1/39B Rutherford Road,",MUSWELLBROOK NSW 2333,3 Beds,2 Baths,1 Parking,N/A
,N/A,$700 weekly,"3 Timor Cl,",BURWOOD VIC 3125,3 Beds,2 Baths,2 Parking,N/A
,N/A,$850.00,"104/8 Sydenham Street,",MOONEE PONDS VIC 3039,2 Beds,2 Baths,1 Parking,N/A
,N/A,$535.00,"4/57 Holmes Road,",MOONEE PONDS VIC 3039,2 Beds,1 Bath,1 Parking,N/A
,N/A,$780 per week,"5/48 Oxley Rd,",HAWTHORN VIC 3122,3 Beds,2 Baths,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,SUPERB & CONVENIENT LOCATION,"4 Roedean Street,",BENNETT SPRINGS WA 6063,3 Beds,2 Baths,2 Parking,N/A
,N/A,$550.00,"210/8 Burrowes Street,",ASCOT VALE VIC 3032,1 Bed,1 Bath,1 Parking,N/A
,N/A,$300,"2/7 Wallace Ave,",LENAH VALLEY TAS 7008,1 Bed,1 Bath,1 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$380,"22a Collett Circuit,",APPIN NSW 2560,1 Bed,1 Bath,− Parking,N/A
,N/A,$675.00,"5 Streldon Avenue,",STRATHMORE VIC 3041,4 Beds,2 Baths,2 Parking,N/A
,N/A,$900 per week,"6 Lerra Road,",WINDELLA NSW 2320,5 Beds,2 Baths,6 Parking,"5,721m²"
,N/A,"$1,000",N/A,ANAMBAH NSW 2320,4 Beds,2 Baths,2 Parking,N/A
,N/A,$450,"16 First Street,",DUBLIN SA 5501,2 Beds,1 Bath,2 Parking,N/A
,N/A,$625.00,"3/28 Sandown Road,",ASCOT VALE VIC 3032,2 Beds,1 Bath,1 Parking,N/A
,N/A,$355 per week,"239/386 Burwood Highway,",BURWOOD VIC 3125,1 Bed,1 Bath,− Parking,N/A
,N/A,$650 pw,"23 Wanaruah Circuit,",MUSWELLBROOK NSW 2333,3 Beds,2 Baths,2 Parking,552m²
,N/A,$480 weekly,"1 Tennant St,",BELLBIRD NSW 2325,3 Beds,1 Bath,− Parking,N/A
,N/A,$535.00,"3/57 Holmes Road,",MOONEE PONDS VIC 3039,2 Beds,1 Bath,1 Parking,N/A
,N/A,$630 Per Week,"20 Russell Street,",TELARAH NSW 2320,4 Beds,2 Baths,3 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$390 Per Week,"4 Graduation Place,",CHURCHILL VIC 3842,3 Beds,2 Baths,1 Parking,N/A
,N/A,$550.00,"8 Francis Street,",HADFIELD VIC 3046,3 Beds,2 Baths,1 Parking,N/A
,N/A,$550 p/week,"69 Allandale Road,",CESSNOCK NSW 2325,4 Beds,1 Bath,2 Parking,809m²
,N/A,$350 per week,"2/91 Brisbane Street,",EAST MAITLAND NSW 2323,1 Bed,1 Bath,− Parking,N/A
,N/A,$345.00 Per Week,N/A,SOUTH MURWILLUMBAH NSW 2484,1 Bed,1 Bath,− Parking,N/A
,N/A,$560 per week,"11 Fletcher Street,",BERESFIELD NSW 2322,2 Beds,1 Bath,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$400 weekly,"13/96 Glass St,",ESSENDON VIC 3040,2 Beds,1 Bath,1 Parking,N/A
,N/A,$630 Per Week,"7 Crestwood Road,",THORNTON NSW 2322,4 Beds,2 Baths,1 Parking,N/A
,N/A,$470.00,"38 Honour Avenue,",WINTER VALLEY VIC 3358,4 Beds,2 Baths,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$850 weekly,"2004/103 South Wharf Drive,",DOCKLANDS VIC 3008,2 Beds,2 Baths,1 Parking,N/A
,N/A,330.00 per week,"24A/116-130 Main Drive,",MACLEOD VIC 3085,− 0 Beds,1 Bath,− Parking,N/A
,N/A,$435.00,"69 Sundance Boulevard,",WINTER VALLEY VIC 3358,4 Beds,2 Baths,2 Parking,N/A
,N/A,$620.00,"6 Fairview Place,",CESSNOCK NSW 2325,3 Beds,2 Baths,1 Parking,N/A
,N/A,$410 Per Week,"40 Amaroo Drive,",CHURCHILL VIC 3842,3 Beds,1 Bath,1 Parking,N/A
,N/A,$450,"1 Brisbane Street,",MORWELL VIC 3840,3 Beds,1 Bath,4 Parking,N/A
,N/A,$600,N/A,WANG WAUK NSW 2423,3 Beds,1 Bath,5 Parking,"26,102m²"
,N/A,$550,"34 Love Street,",CESSNOCK NSW 2325,3 Beds,1 Bath,2 Parking,N/A
,N/A,$480,"2/49 Shortland Drive,",ABERGLASSLYN NSW 2320,2 Beds,1 Bath,1 Parking,N/A
,N/A,$495 Per Week,"37 Weston Street,",WESTON NSW 2326,3 Beds,1 Bath,− Parking,N/A
,N/A,$760.00 Per Week,"7 Wagawn Drive,",MURWILLUMBAH NSW 2484,4 Beds,2 Baths,2 Parking,552m²
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$380 pw,"36 Churinga Drive,",CHURCHILL VIC 3842,3 Beds,1 Bath,1 Parking,N/A
,N/A,$400 weekly,"3/15 Tallis Street,",NORLANE VIC 3214,2 Beds,2 Baths,1 Parking,N/A
,N/A,$670 Per Week,"33 Thomas Street,",BRAY PARK NSW 2484,3 Beds,1 Bath,1 Parking,N/A
,N/A,$620 per week,"12A Valley Road,",PADSTOW HEIGHTS NSW 2211,2 Beds,1 Bath,1 Parking,N/A
,N/A,$700.00,"3 Dobell Place,",METFORD NSW 2323,3 Beds,2 Baths,2 Parking,N/A
,N/A,$1100 per week,"5A Supply Street,",DUNDAS VALLEY NSW 2117,4 Beds,2 Baths,2 Parking,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$460 pw,"140 Little Road,",WHITES VALLEY SA 5172,2 Beds,1 Bath,− Parking,N/A
,N/A,$600,"60/5 Junction Parade,",MIDLAND WA 6056,2 Beds,2 Baths,2 Parking,N/A
,N/A,$450.00 per week,"85 Presentation Boulevard,",WINTER VALLEY VIC 3358,4 Beds,2 Baths,2 Parking,318m²
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,N/A,$500.00,"2/42 Raleigh Road,",MARIBYRNONG VIC 3032,2 Beds,1 Bath,1 Parking,N/A
,N/A,$470 Weekly,"1 Mossberry Avenue,",JUNCTION HILL NSW 2460,3 Beds,1 Bath,1 Parking,N/A
,N/A,$450.00,"304/19 Moore St,",MOONEE PONDS VIC 3039,1 Bed,1 Bath,− Parking,N/A
,N/A,$450 pw,"1/36 Satur Road,",SCONE NSW 2337,2 Beds,2 Baths,1 Parking,N/A
,N/A,$540PW / AVAIL. 15.11.24,"22 Medew Street,",CHURCHILL VIC 3842,4 Beds,2 Baths,2 Parking,720m²
,N/A,$850,"406/956 Mt Alexander Road,",ESSENDON VIC 3040,3 Beds,2 Baths,1 Parking,N/A
,N/A,$780 per week,"3 Fox Valley Way,",LENNOX HEAD NSW 2478,3 Beds,2 Baths,2 Parking,N/A
